[[28598, 50000], [13367, 50000]]	,
[[28858, 50000], [13388, 50000]]	,
[[28788, 50000], [13427, 50000]]	,
[[28751, 50000], [13406, 50000]]	,
[[28643, 50000], [13265, 50000]]	,
[[28777, 50000], [13424, 50000]]	,
[[28627, 50000], [13375, 50000]]	,
[[28808, 50000], [13508, 50000]]	,
[[28827, 50000], [13209, 50000]]	,
[[28848, 50000], [13187, 50000]]	,
[[28675, 50000], [13463, 50000]]	,
[[28552, 50000], [13524, 50000]]	,
[[28639, 50000], [13509, 50000]]	,
[[28748, 50000], [13530, 50000]]	,
[[28860, 50000], [13435, 50000]]	,
[[28647, 50000], [13521, 50000]]	,
[[28648, 50000], [13420, 50000]]	,
[[28596, 50000], [13432, 50000]]	,
[[28711, 50000], [13427, 50000]]	,
[[28800, 50000], [13456, 50000]]	,
[[28773, 50000], [13421, 50000]]	,
[[28844, 50000], [13384, 50000]]	,
[[28725, 50000], [13496, 50000]]	,
[[28892, 50000], [13490, 50000]]	,
[[28797, 50000], [13434, 50000]]	,
[[28683, 50000], [13400, 50000]]	,
[[28451, 50000], [13766, 50000]]	,
[[28784, 50000], [13443, 50000]]	,
[[28791, 50000], [13446, 50000]]	,
[[28814, 50000], [13197, 50000]]	,
[[28903, 50000], [13418, 50000]]	,
[[28941, 50000], [13412, 50000]]	,
[[28774, 50000], [13373, 50000]]	,
[[28914, 50000], [13620, 50000]]	,
[[28714, 50000], [13428, 50000]]	,
[[28731, 50000], [13426, 50000]]	,
[[28654, 50000], [13519, 50000]]	,
[[28806, 50000], [13480, 50000]]	,
[[28760, 50000], [13371, 50000]]	,
[[28999, 50000], [13499, 50000]]	,
[[28760, 50000], [13287, 50000]]	,
[[28941, 50000], [13451, 50000]]	,
[[28725, 50000], [13423, 50000]]	,
[[28736, 50000], [13416, 50000]]	,
[[28786, 50000], [13481, 50000]]	,
[[28731, 50000], [13323, 50000]]	,
[[28799, 50000], [13350, 50000]]	,
[[28878, 50000], [13611, 50000]]	,
[[28758, 50000], [13465, 50000]]	,
[[28836, 50000], [13497, 50000]]	,
[[28735, 50000], [13391, 50000]]	,
[[28791, 50000], [13322, 50000]]	,
[[28932, 50000], [13578, 50000]]	,
[[29032, 50000], [13349, 50000]]	,
[[28603, 50000], [13422, 50000]]	,
[[28854, 50000], [13465, 50000]]	,
[[28791, 50000], [13378, 50000]]	,
[[28792, 50000], [13347, 50000]]	,
[[28962, 50000], [13539, 50000]]	,
[[28888, 50000], [13519, 50000]]	,
[[28769, 50000], [13441, 50000]]	,
[[28780, 50000], [13333, 50000]]	,
[[28753, 50000], [13427, 50000]]	,
[[28751, 50000], [13397, 50000]]	,
[[28345, 50000], [13414, 50000]]	,
[[28912, 50000], [13434, 50000]]	,
[[28899, 50000], [13580, 50000]]	,
[[28702, 50000], [13473, 50000]]	,
[[28705, 50000], [13446, 50000]]	,
[[28689, 50000], [13363, 50000]]	,
[[28697, 50000], [13407, 50000]]	,
[[28832, 50000], [13392, 50000]]	,
[[28806, 50000], [13368, 50000]]	,
[[28755, 50000], [13370, 50000]]	,
[[28738, 50000], [13545, 50000]]	,
[[28778, 50000], [13367, 50000]]	,
[[28864, 50000], [13376, 50000]]	,
[[28827, 50000], [13384, 50000]]	,
[[28733, 50000], [13369, 50000]]	,
[[28931, 50000], [13518, 50000]]	,
[[28867, 50000], [13483, 50000]]	,
[[28739, 50000], [13510, 50000]]	,
[[28815, 50000], [13553, 50000]]	,
[[28694, 50000], [13392, 50000]]	,
[[28566, 50000], [13421, 50000]]	,
[[28577, 50000], [13460, 50000]]	,
[[28616, 50000], [13318, 50000]]	,
[[28799, 50000], [13325, 50000]]	,
[[28856, 50000], [13355, 50000]]	,
[[28769, 50000], [13442, 50000]]	,
[[28867, 50000], [13559, 50000]]	,
[[28819, 50000], [13320, 50000]]	,
[[28767, 50000], [13408, 50000]]	,
[[28702, 50000], [13406, 50000]]	,
[[28620, 50000], [13435, 50000]]	,
[[28737, 50000], [13421, 50000]]	,
[[28831, 50000], [13341, 50000]]	,
[[28792, 50000], [13451, 50000]]	,
[[28896, 50000], [13504, 50000]]	,
[[28812, 50000], [13346, 50000]]	,
[[28685, 50000], [13295, 50000]]	,
[[28754, 50000], [13525, 50000]]	,
[[28775, 50000], [13409, 50000]]	,
[[28759, 50000], [13406, 50000]]	,
[[28902, 50000], [13384, 50000]]	,
[[28677, 50000], [13578, 50000]]	,
[[28752, 50000], [13577, 50000]]	,
[[28774, 50000], [13406, 50000]]	,
[[28788, 50000], [13440, 50000]]	,
[[28548, 50000], [13496, 50000]]	,
[[28798, 50000], [13435, 50000]]	,
[[28817, 50000], [13480, 50000]]	,
[[28776, 50000], [13474, 50000]]	,
[[28803, 50000], [13435, 50000]]	,
[[28693, 50000], [13452, 50000]]	,
[[28635, 50000], [13268, 50000]]	,
[[28723, 50000], [13399, 50000]]	,
[[28795, 50000], [13359, 50000]]	,
[[28696, 50000], [13450, 50000]]	,
[[28820, 50000], [13309, 50000]]	,
[[28934, 50000], [13404, 50000]]	,
[[28563, 50000], [13393, 50000]]	,
[[28779, 50000], [13373, 50000]]	,
[[28771, 50000], [13403, 50000]]	,
[[28843, 50000], [13483, 50000]]	,
[[28645, 50000], [13587, 50000]]	,
[[28694, 50000], [13366, 50000]]	,
[[28847, 50000], [13325, 50000]]	,
[[28731, 50000], [13356, 50000]]	,
[[28881, 50000], [13524, 50000]]	,
[[28833, 50000], [13369, 50000]]	,
[[28686, 50000], [13404, 50000]]	,
[[28672, 50000], [13380, 50000]]	,
[[28858, 50000], [13340, 50000]]	,
[[28743, 50000], [13256, 50000]]	,
[[28829, 50000], [13474, 50000]]	,
[[28801, 50000], [13344, 50000]]	,
[[28698, 50000], [13477, 50000]]	,
[[28833, 50000], [13454, 50000]]	,
[[28912, 50000], [13405, 50000]]	,
